movieId,title,genres,tmdbid,overview,production_countries,runtime,spoken_languages,vote_average,vote_count
92,Mary Reilly (1996),"Drama,Horror,Thriller",9095,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.","United States of America,United Kingdom",104,English,5.8,312
93,Vampire in Brooklyn (1995),"Comedy,Horror,Romance",12158,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.",United States of America,102,English,5.1,574
94,Beautiful Girls (1996),"Comedy,Drama,Romance",9283,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.","United States of America,Canada,Malaysia",112,English,6.7,351
95,Broken Arrow (1996),"Action,Adventure,Thriller",9208,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",United States of America,108,English,6.0,1478
96,In the Bleak Midwinter (1995),"Comedy,Drama",40154,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",United Kingdom,99,English,7.0,37
97,"Hate (Haine, La) (1995)","Crime,Drama",406,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",France,98,Français,8.1,3991
98,Shopping (1994),"Action,Thriller",45549,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",United Kingdom,105,English,5.4,49
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,63076,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.","United Kingdom,Canada,United States of America,Germany",106,English,6.6,14
100,City Hall (1996),"Drama,Thriller",11062,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",United States of America,111,English,5.9,279
101,Bottle Rocket (1996),"Adventure,Comedy,Crime,Romance",13685,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",United States of America,91,"Español,English",6.7,1038
102,Mr. Wrong (1996),Comedy,47475,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",United States of America,96,English,4.0,55
103,Unforgettable (1996),"Mystery,Sci-Fi,Thriller",2045,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",United States of America,116,"English,Español",5.6,103
104,Happy Gilmore (1996),Comedy,9614,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",United States of America,92,English,6.6,2604
105,"Bridges of Madison County, The (1995)","Drama,Romance",688,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,United States of America,135,English,7.7,2112
106,Nobody Loves Me (Keiner liebt mich) (1994),"Comedy,Drama",11907,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",Germany,104,Deutsch,6.3,32
107,Muppet Treasure Island (1996),"Adventure,Children,Comedy,Musical",10874,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.","United Kingdom,United States of America",100,English,6.6,382
110,Braveheart (1995),"Action,Drama,War",197,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",United States of America,177,"English,Français,Latin",7.9,10030
